t_s,lin_ax_raw_mps2,lin_ax_filt_mps2,lin_ay_raw_mps2,lin_ay_filt_mps2,lin_az_raw_mps2,lin_az_filt_mps2,roll_deg,pitch_deg,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
3.250,-1.0430,0.3031,0.5664,0.1358,1.0508,-0.4522,-0.42,2.28,0.02,0.00,0.00,1
3.259,-0.0820,0.2723,0.4531,0.1612,0.5469,-0.3723,-0.42,2.28,0.02,0.00,0.00,1
3.273,-0.2070,0.2340,-0.0078,0.1477,0.2852,-0.3197,-0.43,2.29,0.02,0.00,0.00,1
3.289,-1.9297,0.0994,-0.1523,0.1102,2.8516,-0.1143,-0.45,2.29,0.02,0.00,0.00,1
3.301,2.2070,0.2680,0.3086,0.1261,-2.9297,-0.3396,-0.45,2.30,0.02,0.00,0.00,1
3.319,-0.3984,0.2531,0.3828,0.1319,0.8242,-0.2991,-0.47,2.30,0.02,0.00,0.00,1
3.331,-0.4727,0.1950,-0.1992,0.1054,0.4414,-0.2399,-0.48,2.31,0.02,0.00,0.00,1
3.343,2.2773,0.3616,0.2227,0.1148,-3.5078,-0.5013,-0.48,2.31,0.02,0.00,0.00,1
3.360,-1.4336,0.2325,0.0000,0.1170,1.7031,-0.3234,-0.50,2.30,0.02,0.00,0.00,1
3.371,1.2813,0.3164,0.4219,0.1414,-1.3594,-0.4063,-0.52,2.31,0.02,0.00,0.00,1
3.390,0.4375,0.3292,0.0859,0.1211,-1.2773,-0.5119,-0.54,2.32,0.02,0.00,0.00,1
3.399,-0.5977,0.2551,0.0859,0.1183,0.2539,-0.4506,-0.55,2.32,0.02,0.00,0.00,1
3.413,-1.6680,0.1012,0.3164,0.1341,2.0195,-0.2530,-0.57,2.32,0.02,0.00,0.00,1
3.429,-0.5586,0.1859,0.1250,0.0905,0.5234,-0.3848,-0.59,2.32,0.02,0.00,0.00,1
3.441,-0.8281,0.1048,0.5156,0.1245,1.5195,-0.2324,-0.60,2.31,0.02,0.00,0.00,1
3.460,1.3945,0.0689,-0.1367,0.0872,-1.9648,-0.2222,-0.63,2.33,0.02,0.00,0.00,1
3.470,-2.1680,-0.1101,-0.2109,0.0634,2.5625,0.0006,-0.63,2.33,0.02,0.00,0.00,1
3.483,-1.0664,-0.1866,0.2930,0.0817,0.6484,0.0524,-0.65,2.33,0.02,0.00,0.00,1
3.500,-0.7969,-0.1731,0.4453,0.1123,1.2578,0.0995,-0.67,2.33,0.02,0.00,0.00,1
3.511,-1.0664,-0.2446,-0.4648,0.0661,0.9141,0.1647,-0.68,2.33,0.02,0.00,0.00,1
3.529,0.5078,-0.2983,-0.0039,0.0554,-0.3477,0.2720,-0.70,2.33,0.02,0.00,0.00,1
3.540,-1.4844,-0.3932,-0.3867,0.0200,1.7578,0.3909,-0.71,2.35,0.02,0.00,0.00,1
3.553,-1.1406,-0.4530,-0.7734,-0.0435,0.7227,0.4174,-0.72,2.35,0.02,0.00,0.00,1
3.570,1.3086,-0.2923,0.2227,-0.0250,-1.9219,0.1852,-0.74,2.36,0.02,0.00,0.00,1
3.582,-1.1016,-0.3570,0.1172,-0.0136,1.4492,0.2863,-0.74,2.35,0.00,0.00,0.00,1
3.599,1.2734,-0.3210,-0.4180,-0.0165,-1.9219,0.2631,-0.76,2.35,0.00,0.00,0.00,1
3.609,0.3906,-0.2641,0.0781,-0.0090,-0.9258,0.1680,-0.76,2.35,0.00,0.00,0.00,1
3.623,1.0039,-0.1627,-0.4570,-0.0448,-1.2305,0.0561,-0.77,2.34,0.00,0.00,0.00,1
3.639,1.9609,-0.1381,-0.3359,-0.0901,-2.5312,0.0114,-0.78,2.35,0.00,0.00,0.00,1
3.652,-2.2617,-0.3080,-0.6484,-0.1348,2.7148,0.2277,-0.78,2.36,0.00,0.00,0.00,1
3.669,-0.0703,-0.2855,-0.1055,-0.1133,0.7148,0.2715,-0.79,2.36,0.00,0.00,0.00,1
3.680,0.0156,-0.2614,0.3086,-0.0795,0.4102,0.2826,-0.79,2.36,0.00,0.00,0.00,1
3.693,2.3125,-0.0555,-0.1875,-0.0882,-3.5352,-0.0228,-0.79,2.36,0.00,0.00,0.00,1
3.710,0.3242,-0.1355,0.0781,-0.0681,0.0273,0.1117,-0.79,2.36,0.00,0.00,0.00,1
3.721,-1.1406,-0.2159,-0.4180,-0.0961,1.4063,0.2152,-0.79,2.37,0.00,0.00,0.00,1
3.740,0.0469,-0.2799,-0.0742,-0.1350,-0.2812,0.2350,-0.78,2.39,0.00,0.00,0.00,1
3.751,1.1953,-0.1619,0.3477,-0.0964,-1.6992,0.0803,-0.77,2.38,0.00,0.00,0.00,1
3.763,1.4648,-0.0317,0.5781,-0.0424,-1.6602,-0.0590,-0.77,2.38,0.00,0.00,0.00,1
3.780,1.0039,-0.0840,-0.0742,0.0148,-1.3516,0.0441,-0.78,2.39,0.00,0.00,0.00,1
3.791,1.0430,0.0062,0.2305,0.0320,-1.7734,-0.1013,-0.78,2.39,0.02,0.00,0.00,1
3.809,-2.3672,-0.0878,-0.3359,-0.0245,3.0898,0.0309,-0.79,2.39,0.02,0.00,0.00,1
3.820,2.0703,0.0848,0.1250,-0.0125,-2.0039,-0.1319,-0.80,2.40,0.02,0.00,0.00,1
3.833,0.6523,0.1302,0.2031,0.0047,-0.9688,-0.1988,-0.79,2.41,0.02,0.00,0.00,1
3.850,-0.9570,0.0958,-0.1055,0.0048,1.0664,-0.1905,-0.79,2.41,0.02,0.00,0.00,1
3.861,0.6914,0.1434,0.2383,0.0235,-1.1914,-0.2706,-0.79,2.41,0.02,0.00,0.00,1
3.879,0.0000,0.2568,0.1641,0.0028,-0.5391,-0.5093,-0.80,2.43,0.02,0.00,0.00,1
3.889,-1.1484,0.1444,0.6602,0.0554,1.9492,-0.3126,-0.80,2.42,0.02,0.00,0.00,1
3.903,-1.5391,0.0097,0.2031,0.0672,1.7578,-0.1470,-0.81,2.43,0.02,0.00,0.00,1
3.920,-1.9219,-0.0418,-0.2187,0.0261,2.2187,-0.0826,-0.81,2.45,0.02,0.00,0.00,1
3.931,2.1445,0.1331,0.0547,0.0284,-3.3281,-0.3423,-0.81,2.45,0.02,0.00,0.00,1
3.949,-0.6875,0.1480,0.2109,0.0168,1.4219,-0.2688,-0.82,2.44,0.02,0.00,0.00,1
3.959,-1.0430,0.0527,-0.2109,-0.0014,1.4570,-0.1307,-0.83,2.45,0.02,0.00,0.00,1
3.973,-1.4258,-0.0656,0.2109,0.0156,1.9961,0.0394,-0.83,2.46,0.02,0.00,0.00,1
3.990,-1.3477,-0.1159,-0.1719,0.0149,1.7266,0.1180,-0.83,2.46,0.00,0.00,0.00,1
4.002,0.7969,-0.0429,0.7070,0.0703,-0.8789,0.0382,-0.84,2.46,0.00,0.00,0.00,1
4.019,2.1367,0.0438,0.4375,0.1072,-2.6797,-0.0521,-0.84,2.47,0.00,0.00,0.00,1
4.029,-1.8828,-0.1103,-0.0195,0.0970,2.2617,0.1331,-0.85,2.48,0.00,0.00,0.00,1
4.043,-1.3477,-0.2093,0.1719,0.1030,1.8789,0.2727,-0.85,2.48,0.00,0.00,0.00,1
4.060,1.7852,-0.0490,-0.3203,0.0210,-2.9062,-0.0155,-0.85,2.50,0.00,0.00,0.00,1
4.071,-1.9141,-0.1982,0.4375,0.0543,2.3789,0.1761,-0.86,2.48,0.00,0.00,0.00,1
4.089,1.4883,-0.1959,0.7070,0.1046,-1.5664,0.2212,-0.87,2.48,0.00,0.00,0.00,1
4.100,-1.2344,-0.2790,-0.3555,0.0678,1.0391,0.2867,-0.88,2.49,0.00,0.00,0.00,1
4.113,0.6445,-0.2051,0.1406,0.0736,-1.3359,0.1569,-0.88,2.49,0.00,0.00,0.00,1
4.130,0.3359,-0.1924,-0.0898,0.0542,-0.4570,0.1387,-0.89,2.49,0.00,0.00,0.00,1
4.141,-1.5000,-0.2970,0.1406,0.0612,1.8047,0.2720,-0.90,2.50,0.00,0.00,0.00,1
4.159,-0.1992,-0.3159,0.6016,0.0990,0.6562,0.3195,-0.91,2.50,0.00,0.00,0.00,1
4.170,0.5273,-0.2485,-0.0039,0.0908,-0.1484,0.2821,-0.92,2.49,0.00,0.00,0.00,1
4.183,1.7148,-0.0914,-0.1211,0.0738,-2.2187,0.0820,-0.93,2.49,0.00,0.00,0.00,1
4.200,2.7500,-0.0721,0.3789,0.0868,-4.0195,-0.0066,-0.94,2.50,0.00,0.00,0.00,1
4.211,-1.9609,-0.2232,0.0625,0.0848,2.1094,0.1627,-0.95,2.51,0.00,0.00,0.00,1
4.230,-0.2383,-0.2902,-0.4258,0.0487,-0.1953,0.2402,-0.96,2.52,0.00,0.00,0.00,1
4.239,2.2148,-0.0898,0.0703,0.0504,-3.4141,-0.0521,-0.96,2.52,0.00,0.00,0.00,1
4.253,1.3711,0.0270,0.0430,0.0498,-1.4219,-0.1617,-0.96,2.51,0.00,0.00,0.00,1
4.269,1.7148,-0.0070,-0.1875,0.0076,-2.3047,-0.1666,-0.99,2.52,0.00,0.00,0.00,1
4.281,-2.9180,-0.2398,-0.2656,-0.0143,3.3672,0.1161,-1.00,2.52,0.00,0.00,0.00,1
4.299,0.2227,-0.2789,0.1562,0.0091,-0.0820,0.1984,-1.01,2.51,0.00,0.00,0.00,1
4.310,-0.3125,-0.2816,0.0781,0.0146,0.4180,0.2160,-1.01,2.52,0.00,0.00,0.00,1
4.323,2.2148,-0.0819,0.3867,0.0444,-3.3750,-0.0713,-1.02,2.52,0.00,0.00,0.00,1
4.340,1.5625,-0.1366,0.1250,0.0815,-1.8047,0.0601,-1.04,2.50,0.00,0.00,0.00,1
4.351,-1.1094,-0.2145,0.0508,0.0790,0.8750,0.1252,-1.05,2.49,0.00,0.00,0.00,1
4.370,1.7617,-0.1280,-0.4102,0.0574,-2.0352,0.0444,-1.06,2.51,0.00,0.00,0.00,1
4.379,-2.0664,-0.2831,0.4336,0.0874,2.6758,0.2549,-1.06,2.51,0.00,0.00,0.00,1
4.393,-1.0039,-0.3407,-0.2187,0.0630,0.6094,0.2833,-1.07,2.52,0.00,0.00,0.00,1
4.411,-0.8867,-0.1992,0.5469,0.0726,0.5703,0.0341,-1.09,2.52,0.00,0.00,0.00,1
4.421,0.3750,-0.1533,-0.0195,0.0652,-1.5742,-0.0946,-1.10,2.51,0.00,0.00,0.00,1
4.440,-1.9141,-0.3222,0.2500,0.0568,2.4844,0.1495,-1.12,2.51,0.00,0.00,0.00,1
4.450,2.9102,-0.0636,-0.1719,0.0385,-3.5664,-0.1478,-1.13,2.50,0.00,0.00,0.00,1
4.463,0.7656,0.0027,0.3242,0.0614,-1.0000,-0.2160,-1.13,2.51,0.00,0.00,0.00,1
4.480,1.4180,0.0424,-0.4805,-0.0190,-2.5703,-0.3605,-1.15,2.53,0.00,0.00,0.00,1
4.491,-0.1914,0.0237,0.2930,0.0060,-0.3477,-0.3595,-1.16,2.52,0.00,0.00,0.00,1
4.510,-1.8750,-0.0313,-0.2812,-0.0295,1.5664,-0.3345,-1.17,2.53,0.00,0.00,0.00,1
4.519,-0.8438,-0.0963,0.5625,0.0178,0.6836,-0.2531,-1.18,2.54,0.00,0.00,0.00,1
4.533,-3.0352,-0.3314,0.4492,0.0524,4.0195,0.0887,-1.19,2.54,0.00,0.00,0.00,1
4.549,-0.9258,-0.2701,-0.5039,0.0149,0.1484,-0.0260,-1.20,2.54,0.00,0.00,0.00,1
4.561,1.8398,-0.1013,-0.4258,-0.0203,-2.9531,-0.2602,-1.21,2.52,0.00,0.00,0.00,1
4.579,1.8086,-0.0336,-0.8398,-0.0418,-2.9531,-0.3328,-1.23,2.49,0.00,0.00,0.00,1
4.590,-3.0195,-0.2725,-0.4180,-0.0719,3.1367,-0.0553,-1.23,2.48,0.00,0.00,0.00,1
4.603,1.0508,-0.1666,-0.2266,-0.0843,-1.7266,-0.1890,-1.24,2.47,0.00,0.00,0.00,1
4.620,1.2813,-0.2461,-0.3008,-0.0359,-2.0742,-0.0387,-1.25,2.48,0.00,0.00,0.00,1
4.631,0.3984,-0.1945,-0.3008,-0.0571,-1.5000,-0.1556,-1.26,2.48,0.00,0.00,0.00,1
4.650,-0.6719,-0.2963,0.0430,0.0485,0.8398,0.0057,-1.27,2.46,0.00,0.00,0.00,1
4.660,0.2383,-0.2535,-0.8711,-0.0250,-1.0000,-0.0748,-1.28,2.47,0.00,0.00,0.00,1
4.673,2.9648,0.0039,-0.1797,-0.0374,-4.4102,-0.4216,-1.28,2.46,0.00,0.00,0.00,1
4.690,1.9219,-0.1715,-0.5625,0.0004,-2.8398,-0.1755,-1.30,2.48,0.00,0.00,0.00,1
4.701,-1.1016,-0.2459,-0.9844,-0.0784,0.4180,-0.1280,-1.32,2.48,0.00,0.00,0.00,1
4.720,-2.0508,-0.3794,-0.1016,0.0279,1.2227,-0.1069,-1.33,2.45,0.00,0.00,0.00,1
4.729,-0.1758,-0.3631,-0.4883,-0.0134,-1.4219,-0.2121,-1.34,2.45,0.00,0.00,0.00,1
4.743,1.7461,-0.1944,0.2109,0.0045,-3.1836,-0.4498,-1.34,2.42,0.00,0.00,0.00,1
4.759,0.1758,-0.5323,-0.8555,0.0130,-2.2656,-0.1563,-1.36,2.42,0.00,0.00,0.00,1
4.771,1.1328,-0.3991,0.2578,0.0326,-3.1367,-0.3947,-1.37,2.42,0.00,0.00,0.00,1
4.791,-0.6211,-0.3964,-0.0859,0.1271,-0.4180,-0.4518,-1.39,2.39,0.02,0.00,0.00,1
4.800,-1.3477,-0.4725,-0.5078,0.0763,0.1562,-0.4031,-1.40,2.39,0.02,0.00,0.00,1
4.813,1.7617,-0.2937,0.1406,0.0815,-3.3281,-0.6371,-1.41,2.37,0.02,0.00,0.00,1
4.830,0.1523,-0.5662,-1.0820,0.0436,-2.4883,-0.3997,-1.42,2.36,0.02,0.00,0.00,1
4.841,1.9180,-0.3675,0.2266,0.0583,-4.5156,-0.7289,-1.43,2.34,0.02,0.00,0.00,1
4.859,-1.5469,-0.4842,-0.3086,0.1229,0.5078,-0.6183,-1.44,2.26,0.02,0.00,0.00,1
4.870,-1.2383,-0.5445,-0.1953,0.0975,-0.3711,-0.5985,-1.46,2.25,0.02,0.00,0.00,1
4.883,-0.0820,-0.5075,0.1133,0.0987,-0.7539,-0.6110,-1.46,2.22,0.02,0.00,0.00,1
4.900,-0.8867,-0.7435,-0.5000,0.0913,-0.9453,-0.3383,-1.47,2.21,0.02,0.00,0.00,1
4.911,-3.3008,-0.9480,-0.2695,0.0624,2.4609,-0.1144,-1.47,2.20,0.02,0.00,0.00,1
4.929,-1.9063,-1.0308,0.0039,0.1515,0.6250,-0.0459,-1.49,2.16,0.02,0.00,0.00,1
4.940,-0.1836,-0.9630,-0.4180,0.1059,-1.4453,-0.1579,-1.50,2.15,0.02,0.00,0.00,1
4.953,1.7422,-0.7466,-0.2266,0.0793,-3.0547,-0.3896,-1.51,2.12,0.02,0.00,0.00,1
4.969,-0.0195,-0.9791,-0.3398,0.1136,-1.3203,-0.0369,-1.52,2.13,0.02,0.00,0.00,1
4.981,-1.3242,-1.0067,-0.8008,0.0404,-0.2500,-0.0540,-1.54,2.12,0.02,0.00,0.00,1
5.000,-1.9961,-1.1558,0.7773,0.1447,1.0156,0.1215,-1.55,2.10,0.02,0.00,0.00,1
5.011,1.9883,-0.9043,-0.4102,0.1003,-3.4219,-0.1619,-1.57,2.08,0.02,0.00,0.00,1
5.023,2.5312,-0.6294,0.0898,0.0995,-4.6914,-0.5243,-1.57,2.06,0.02,0.00,0.00,1
5.040,-1.6758,-0.9233,0.2891,0.1533,1.4453,-0.1039,-1.59,2.03,0.02,0.00,0.00,1
5.051,0.8164,-0.7841,-0.4023,0.1089,-2.8477,-0.3234,-1.60,2.05,0.02,0.00,0.00,1
5.070,-2.1289,-1.0131,1.0156,0.1720,0.7539,-0.1720,-1.62,2.02,0.02,0.00,0.00,1
5.080,-1.0547,-1.0164,0.2891,0.1813,-0.6250,-0.2083,-1.64,2.02,0.02,0.00,0.00,1
5.093,-5.7969,-1.3988,0.1367,0.1778,5.7344,0.2672,-1.65,2.01,0.02,0.00,0.04,1
5.109,-4.8711,-1.3069,0.4570,0.1637,4.5078,0.1207,-1.69,1.97,0.02,0.00,0.04,1
5.121,-1.9492,-1.3583,-0.3555,0.1222,0.6406,0.1623,-1.70,1.97,0.02,0.00,0.04,1
5.140,-3.6680,-1.3554,0.5703,0.0841,2.0273,0.0618,-1.73,1.93,0.02,0.00,0.04,1
5.151,-2.1328,-1.4176,1.1563,0.1698,0.9531,0.1331,-1.75,1.92,0.02,0.00,0.04,1
5.163,-1.3984,-1.4160,-0.6445,0.1047,0.0352,0.1253,-1.77,1.90,0.02,0.04,13.44,1
5.180,2.4023,-1.4083,0.0898,0.1300,-5.4531,0.0128,-1.81,1.90,0.02,0.04,13.44,1
5.191,0.2187,-1.2781,0.6172,0.1690,-1.5352,-0.1111,-1.82,1.89,0.06,0.04,13.44,1
5.210,2.0586,-1.2224,-0.5625,0.0624,-4.5625,-0.2563,-1.86,1.93,0.06,0.04,13.44,1
5.219,-2.7617,-1.3456,1.1328,0.1480,0.2266,-0.2177,-1.87,1.93,0.06,0.04,13.44,1
5.233,0.3789,-1.2076,0.1367,0.1471,-3.3750,-0.4703,-1.91,1.92,0.06,15.23,15.88,1
5.250,-6.4219,-1.5074,-1.1211,-0.0083,4.7148,-0.1959,-1.95,1.87,0.06,15.23,15.88,1
5.262,2.3086,-1.2021,-0.1562,-0.0201,-5.8203,-0.6459,-1.98,1.86,0.06,15.23,15.88,1
5.280,-1.3828,-1.3354,-1.7578,-0.1295,1.0000,-0.2240,-2.02,1.78,0.06,17.60,18.35,1
5.290,-0.5703,-1.2742,-0.3320,-0.1457,-0.7617,-0.2670,-2.04,1.75,0.06,17.60,18.35,1
5.303,-5.9648,-1.6494,0.9648,-0.0569,6.9766,0.3124,-2.06,1.70,0.06,17.60,18.35,1
5.320,-1.6484,-1.5153,0.2148,-0.0772,0.6172,0.2098,-2.11,1.62,0.06,17.60,18.35,1
5.331,-6.0234,-1.8760,-0.5547,-0.1154,5.2148,0.6102,-2.14,1.61,0.06,19.83,20.45,1
5.349,-5.2266,-1.7575,1.0273,0.0121,4.8672,0.4240,-2.17,1.55,0.06,19.83,20.45,1
5.361,0.4805,-1.5785,-0.9648,-0.0661,-2.0273,0.2279,-2.18,1.51,0.06,19.83,20.45,1
5.373,0.9961,-1.3725,-0.2773,-0.0830,-3.7891,-0.0935,-2.19,1.48,0.06,21.23,22.25,1
5.390,-4.1445,-1.6649,-0.2383,-0.0729,3.6797,0.2072,-2.20,1.32,0.11,21.23,22.25,1
5.401,0.1523,-1.5195,-0.3086,-0.0917,-1.5586,0.0659,-2.20,1.28,0.11,21.23,22.25,1
5.419,-3.8398,-1.7135,-0.6914,-0.2460,1.3125,0.1102,-2.21,1.11,0.11,23.67,25.01,1
5.431,-0.1445,-1.5880,0.7266,-0.1682,-2.2109,-0.0755,-2.21,1.03,0.11,23.67,25.01,1
5.443,0.7891,-1.3978,-1.0039,-0.2350,-2.4102,-0.2623,-2.22,0.96,0.11,23.67,26.47,1
5.460,-0.4961,-1.5137,1.1484,-0.1438,-1.9023,-0.2296,-2.22,0.89,0.11,25.02,26.47,1
5.471,-4.1289,-1.7230,-0.4141,-0.1655,2.6914,0.0041,-2.22,0.87,0.11,25.02,26.47,1
5.489,-6.1875,-1.8984,1.1953,-0.0643,4.8672,0.1005,-2.20,0.85,0.11,25.02,28.03,1
5.500,5.0430,-1.3431,-0.8047,-0.1235,-8.5312,-0.5901,-2.18,0.82,0.11,27.80,28.03,1
5.513,2.4141,-1.0425,0.2305,-0.0952,-6.2227,-1.0407,-2.17,0.77,0.11,27.80,29.12,1
5.530,-2.1289,-1.4017,-1.7695,-0.1011,1.8125,-0.4446,-2.14,0.70,0.11,28.24,29.12,1
5.541,-5.1484,-1.7015,-0.3555,-0.1214,3.1211,-0.1593,-2.13,0.68,0.11,28.24,29.12,1
5.559,-8.3945,-1.6919,-1.7344,-0.1863,6.6836,-0.2669,-2.10,0.66,0.11,28.24,31.54,1
5.569,0.3086,-1.5319,0.5977,-0.1236,-3.6211,-0.5352,-2.08,0.65,0.11,30.85,31.54,1
5.583,-3.1680,-1.6628,1.1328,-0.0231,1.7070,-0.3558,-2.07,0.67,0.04,30.85,32.48,1
5.600,-8.8242,-2.0647,0.7422,-0.0182,7.5273,0.0092,-2.03,0.60,0.04,31.49,32.48,1
5.612,-7.3203,-2.4852,2.0352,0.1460,7.2227,0.5863,-2.02,0.59,0.04,31.49,33.72,1
5.630,-3.3672,-2.1647,-0.7227,-0.0374,1.6758,0.2427,-2.00,0.58,0.04,32.82,33.72,1
5.640,-3.8203,-2.2971,-0.3789,-0.0647,2.1328,0.3939,-1.98,0.60,0.04,32.82,34.86,1
5.653,-7.4961,-2.7130,-1.2266,-0.1577,6.1953,0.8580,-1.97,0.62,0.04,34.17,34.86,1
5.671,-4.1172,-2.5820,0.0820,-0.1151,1.8984,0.6145,-1.96,0.66,0.04,34.17,36.84,1
5.681,-3.6523,-2.6676,-1.1797,-0.2003,0.5195,0.6069,-1.96,0.63,0.04,35.96,36.84,1
5.699,-0.2266,-2.6512,1.3477,-0.0105,-2.5469,0.4919,-1.97,0.62,0.04,35.96,37.79,1
5.709,-7.1133,-3.0082,1.5000,0.1103,6.9844,1.0113,-1.97,0.63,0.04,35.77,37.79,1
5.723,-3.5195,-3.0491,-0.8281,0.0352,1.3594,1.0392,-1.97,0.71,0.04,35.77,40.41,1
5.739,1.2539,-2.5031,0.2734,0.0635,-3.8477,0.4035,-1.95,0.89,0.04,37.81,40.41,1
5.751,3.4727,-2.0251,-0.7305,-0.0000,-8.1797,-0.2831,-1.94,0.94,0.04,37.81,37.49,1
5.770,6.2383,-1.6140,-0.9141,-0.0559,-7.2578,-0.5678,-1.93,0.94,0.04,38.41,39.32,1
5.779,-11.2500,-2.3849,-2.9141,-0.2846,12.1562,0.4501,-1.92,0.92,0.02,38.41,39.32,1
5.793,-3.0156,-2.4353,1.1953,-0.1662,3.3437,0.6816,-1.93,0.94,0.02,40.78,41.76,1
5.810,0.4414,-2.1941,-1.3438,-0.2622,-2.7852,0.5467,-1.91,1.01,0.02,40.29,41.76,1
5.821,4.6562,-1.6461,1.6445,-0.1097,-5.8203,0.0373,-1.88,1.06,0.02,40.29,43.46,1
5.840,1.4844,-1.7782,1.5703,0.0998,-3.0547,0.2927,-1.85,1.09,0.02,43.77,43.42,1
5.850,0.4492,-1.6000,0.3750,0.1218,-3.4062,-0.0033,-1.84,1.11,0.02,43.77,43.42,1
5.863,0.1211,-1.4623,-2.1992,-0.0639,-0.8711,-0.0727,-1.82,1.02,0.02,43.60,46.17,1
5.880,3.4062,-1.4318,1.2070,0.0525,-6.1250,-0.0884,-1.80,0.94,0.02,45.30,46.97,1
5.891,2.7266,-1.0992,-2.4609,-0.1485,-4.1328,-0.4119,-1.79,0.90,0.02,45.30,46.97,1
5.909,0.1758,-1.2029,0.7109,-0.1407,-1.9883,-0.2734,-1.78,0.91,0.02,45.11,48.37,1
5.920,1.7070,-0.9701,1.5078,-0.0088,-3.8633,-0.5606,-1.75,0.92,0.02,45.11,48.37,1
5.933,3.1328,-0.6419,0.7500,0.0519,-7.0000,-1.0757,-1.75,0.90,0.02,47.91,48.00,1
5.950,6.6719,-0.5656,0.5859,0.1624,-9.0273,-1.0229,-1.71,0.87,0.02,47.66,50.55,1
5.961,4.7344,-0.1416,2.1602,0.3222,-9.6406,-1.7123,-1.70,0.81,0.02,49.02,50.25,1
5.979,-1.8633,-0.7315,-0.2617,0.3458,3.6133,-0.6350,-1.69,0.71,0.02,49.02,50.25,1
5.989,-2.6289,-0.8833,-1.7969,0.1744,1.0469,-0.5004,-1.69,0.72,0.02,48.56,52.77,1
6.003,5.4219,-0.3789,0.5039,0.2007,-8.5977,-1.1482,-1.67,0.68,0.13,51.48,50.42,1
6.020,4.0977,-0.6555,-0.4180,0.0945,-7.6406,-0.9417,-1.68,0.64,0.13,51.48,53.43,1
6.031,3.9219,-0.2893,-1.1836,-0.0078,-4.9531,-1.2626,-1.67,0.60,0.13,50.57,53.43,1
6.050,3.0117,-0.6316,2.7617,0.0732,-7.6719,-1.2638,-1.67,0.58,0.13,53.02,53.70,1
6.059,-3.2266,-0.8392,2.3711,0.2570,3.6289,-0.8724,-1.67,0.55,0.13,53.02,55.09,1
6.073,-2.7187,-0.9895,-2.0703,0.0708,2.8242,-0.5767,-1.68,0.54,0.13,53.64,55.45,1
6.091,2.7500,-0.6463,2.2969,0.3173,-5.4414,-1.0194,-1.70,0.58,0.13,53.64,55.45,1
6.101,1.6953,-0.4590,0.7344,0.3507,-2.9141,-1.1710,-1.70,0.55,0.13,53.26,55.25,1
6.119,-1.8242,-0.8271,-0.4844,0.2529,4.7461,-0.1776,-1.75,0.52,0.13,52.81,56.77,1
6.130,-3.9766,-1.0790,-1.5977,0.1048,4.7070,0.2132,-1.78,0.52,0.13,52.81,56.64,1
6.143,-4.3906,-1.3440,0.6328,0.1471,8.4609,0.8730,-1.80,0.55,0.13,52.87,55.25,1
6.160,-4.2422,-1.3656,-3.2734,-0.2656,5.7812,1.2181,-1.85,0.65,0.13,54.04,55.25,1
6.171,-0.4219,-1.2901,0.0664,-0.2390,-3.4883,0.8416,-1.87,0.70,0.13,55.82,56.61,1
6.189,0.0391,-1.1228,0.6875,-0.1600,-3.0000,0.3564,-1.91,0.74,0.13,56.69,55.04,1
6.200,3.4258,-0.7589,-0.0391,-0.1503,-5.4492,-0.1080,-1.93,0.69,0.24,56.69,59.70,1
6.213,0.4062,-0.6657,1.5000,-0.0183,-4.8594,-0.4881,-1.97,0.66,0.24,58.69,59.18,1
6.230,-7.1992,-1.0557,-0.4531,0.1544,8.6641,-0.0665,-2.04,0.59,0.24,59.19,59.18,1
6.241,0.5391,-0.9281,0.0234,0.1439,-3.7891,-0.3643,-2.08,0.62,0.24,58.59,62.45,1
6.260,-5.6133,-1.0992,-1.1563,0.0817,2.3047,-0.5069,-2.16,0.58,0.24,62.35,61.68,1
6.270,-0.0195,-1.0128,0.6875,0.1301,-4.0937,-0.7938,-2.20,0.54,0.24,62.35,62.35,1
6.283,1.6016,-0.8037,-1.0273,0.0375,-2.7852,-0.9531,-2.25,0.48,0.24,65.10,64.59,1
