t_s,roll_deg,pitch_rv_deg,pitch_game_deg,pitch_gyro_deg,pitch_accel_deg,gyro_y_rads,gyro_y_filt_rads,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
6.343,-4.58,-11.26,-11.03,-6.89,-5.33,-0.1855,-0.0170,-0.5352,0.9640,-0.6133,7.7344,28.06,166.89,178.41,1
6.353,-4.58,-11.26,-11.00,-6.93,3.92,0.2090,0.0734,0.9570,0.7516,-0.6523,7.7344,28.06,165.98,177.53,1
6.383,-4.58,-11.26,-10.93,-6.96,-7.10,-0.1484,-0.0292,1.1484,0.9389,-0.9180,6.8945,28.06,170.97,178.67,1
6.393,-4.58,-11.26,-10.93,-6.82,-9.50,-0.2598,-0.1214,1.1484,0.9711,-0.9180,6.8945,28.06,168.52,176.40,1
6.421,-4.58,-11.26,-11.03,-6.69,-2.88,-0.3633,-0.1338,0.4219,0.7372,-0.8438,8.5000,28.06,170.79,176.24,1
6.422,-4.58,-11.26,-11.03,-6.69,-2.88,-0.3633,-0.1338,0.4219,0.7372,-0.8438,8.5000,28.06,173.94,180.08,1
6.441,-4.58,-11.26,-11.04,-6.69,1.20,0.0195,-0.0057,-0.1523,0.5207,-0.9570,7.0469,28.06,173.76,180.73,1
6.464,-4.58,-11.26,-11.09,-6.79,19.97,0.2246,0.0865,-0.4961,-0.2458,-1.0352,8.1211,28.06,171.67,180.54,1
6.473,-4.58,-11.26,-11.08,-6.79,3.45,-0.1738,-0.0177,-0.4961,-0.2843,-1.0352,8.1211,28.06,171.17,180.12,1
6.494,-4.58,-11.26,-11.01,-6.86,4.07,0.3125,0.1205,-0.3437,-0.3841,-0.7656,9.3828,28.06,174.19,177.81,1
6.513,-4.58,-11.26,-10.98,-6.90,2.06,0.1973,0.0735,-0.6523,-0.3973,-0.8047,8.4258,28.74,173.10,180.60,1
6.531,-4.58,-11.26,-10.88,-6.96,4.39,0.1309,0.0965,-0.0391,-0.3754,-0.6914,8.5391,28.74,174.58,179.24,1
6.543,-4.58,-11.26,-10.88,-7.12,0.22,0.2109,0.1423,-1.4922,-0.4400,-0.9570,6.2031,28.74,172.80,181.85,1
6.560,-4.58,-11.26,-10.95,-7.12,13.48,-0.1523,0.0244,0.6523,-0.4090,-0.6914,10.1133,28.74,172.74,183.45,1
6.592,-4.46,-11.05,-11.00,-7.21,-4.47,-0.2070,-0.0379,1.3398,0.2387,-1.1094,10.3437,28.74,176.18,181.46,1
6.592,-4.46,-11.05,-11.00,-7.21,-4.47,-0.2070,-0.0379,1.3398,0.2387,-1.1094,10.3437,28.74,173.52,180.51,1
6.612,-4.46,-11.05,-10.95,-7.22,5.19,-0.3105,-0.0887,-0.6133,0.1818,-0.5742,6.7031,28.74,172.71,180.60,1
6.633,-4.46,-11.05,-11.01,-7.18,-3.04,0.1328,0.0104,-0.1133,0.1846,-0.4609,9.4648,28.74,175.13,181.06,1
6.642,-4.46,-11.05,-11.03,-7.14,0.64,-0.2383,-0.0891,-0.1133,0.1388,-0.4609,9.4648,28.74,179.05,184.16,1
6.670,-4.46,-11.05,-11.05,-7.14,-1.16,0.0508,0.0103,-0.6914,0.0079,-0.8047,7.8164,28.74,179.28,184.37,1
6.683,-4.46,-11.05,-11.05,-7.14,5.01,0.0820,0.0390,0.0781,-0.0380,-1.1875,9.6914,28.74,178.32,185.67,1
6.700,-4.46,-11.05,-11.05,-7.14,-0.50,0.0332,0.0367,-0.4961,-0.0933,-0.4219,9.7695,28.74,178.03,186.12,1
6.713,-4.46,-11.05,-11.05,-7.29,2.87,0.2754,0.1322,-0.2695,-0.1370,-0.7266,12.1016,29.50,174.61,181.72,1
6.730,-4.46,-11.05,-10.91,-7.32,1.23,-0.0742,0.0496,-1.0742,-0.2982,1.3008,9.6094,29.50,172.44,181.32,1
6.752,-4.33,-10.74,-10.69,-7.50,6.34,0.3262,0.1602,-1.3789,-0.6302,-0.6914,8.7344,29.50,175.25,179.95,1
6.763,-4.33,-10.74,-10.69,-7.78,8.93,0.3828,0.2493,-2.5273,-0.8371,0.4961,6.8242,29.50,169.75,182.32,1
6.781,-4.33,-10.74,-10.49,-7.84,20.28,-0.1035,0.1082,0.5742,-0.8400,-2.3359,11.3008,29.50,166.56,182.92,1
6.812,-4.34,-10.22,-10.18,-8.09,-12.47,-0.2695,0.0164,0.3828,0.1852,-1.5703,12.4883,29.50,169.46,180.60,1
6.813,-4.34,-10.22,-10.18,-8.09,-12.47,-0.2695,0.0164,0.3828,0.1852,-1.5703,12.4883,29.50,163.19,174.89,1
6.840,-4.34,-10.22,-9.85,-8.03,18.32,0.5215,0.1390,-5.0937,-1.2382,-0.4219,8.0781,29.50,152.86,174.49,1
6.853,-4.34,-10.22,-9.85,-8.35,32.19,0.4668,0.2701,-10.3867,-2.2539,0.0781,0.4609,29.50,146.48,176.27,1
6.864,-4.34,-10.22,-9.59,-8.41,87.42,-0.1152,0.1160,-7.8555,-3.8513,2.3359,3.5625,29.50,142.15,175.50,1
6.893,-4.37,-9.57,-9.53,-8.52,65.56,-0.0020,0.0719,-2.2969,-4.3916,0.8828,10.8359,29.50,143.33,175.99,1
6.903,-4.37,-9.57,-9.53,-8.67,11.93,0.2129,0.1283,0.3828,-3.8554,-1.5703,14.4805,30.32,134.50,173.52,1
6.914,-4.37,-9.57,-9.42,-8.67,-1.56,-0.1211,0.0285,-4.3281,-3.2943,-1.2266,6.7852,30.32,132.61,173.01,1
6.944,-4.37,-9.57,-9.50,-8.65,32.49,-0.2969,-0.0869,-5.7070,-4.3006,-0.3828,8.1953,30.32,109.52,175.35,1
6.952,-4.37,-9.57,-9.50,-8.49,34.81,-0.2187,-0.1396,-5.7070,-4.5166,-0.3828,8.1953,30.32,95.90,174.40,1
6.980,-4.37,-9.57,-9.59,-8.41,14.64,-0.3242,-0.1350,-0.6914,-3.6836,2.0312,15.2812,30.32,111.42,168.80,1
6.982,-4.37,-9.57,-9.59,-8.41,14.64,-0.3242,-0.1350,-0.6914,-3.6836,2.0312,15.2812,30.32,123.29,171.64,1
7.004,-4.37,-9.57,-9.59,-8.25,30.29,0.1348,-0.0289,-5.3242,-4.0712,-0.7266,8.0781,30.32,123.06,168.63,1
7.024,-4.37,-9.57,-9.57,-8.22,33.35,0.0801,0.0043,-0.3047,-4.0250,-1.0352,15.1680,30.32,102.02,167.42,1
7.033,-4.37,-9.57,-9.50,-8.25,1.11,0.1230,0.0518,-0.3047,-3.4536,-1.0352,15.1680,30.32,97.58,161.71,1
7.053,-4.37,-9.57,-9.49,-8.25,23.34,0.0312,0.0157,-6.3203,-3.5477,-0.6914,7.2031,30.32,98.34,160.75,1
7.073,-4.37,-9.57,-9.52,-8.23,41.22,0.1016,0.0144,-4.6367,-4.1993,-1.8789,8.5781,30.32,89.18,162.18,1
7.084,-4.37,-9.57,-9.53,-8.20,28.35,-0.1445,-0.0492,-2.6797,-4.1396,-0.3047,10.9570,30.32,73.46,158.70,1
7.103,-4.37,-9.57,-9.57,-8.17,13.70,-0.1172,-0.0660,-3.9844,-3.8299,-1.0352,9.7656,30.21,73.46,157.95,1
7.122,-4.37,-9.57,-9.59,-8.17,14.64,0.1406,0.0325,-2.5273,-3.5601,-2.8711,9.6484,30.21,64.14,157.28,1
7.144,-4.37,-9.57,-9.55,-8.17,37.25,-0.1504,-0.0367,-2.8711,-3.7191,-1.3008,9.5039,30.21,44.21,155.96,1
7.153,-4.37,-9.57,-9.60,-8.14,16.77,-0.0684,-0.0494,-2.8711,-3.5888,-1.3008,9.5039,30.21,44.21,154.30,1
